mil,5 mil,10 mil,50 mil,100 mil,Sort
0.003989219665527344,0.019547700881958008,0.045696258544921875,0.34291625022888184,0.7628133296966553,Quick Sort
0.16031718254089355,0.021830081939697266,0.046608686447143555,0.24872136116027832,0.8096141815185547,Quick Sort
0.1060640811920166,0.014591217041015625,0.0750281810760498,0.223160982131958,0.7313981056213379,Quick Sort
0.10717082023620605,0.018947124481201172,0.04639601707458496,0.22449779510498047,0.7179586887359619,Quick Sort
0.13079261779785156,0.017951250076293945,0.05225086212158203,0.2530858516693115,0.7222869396209717,Quick Sort
0.1610255241394043,0.019946813583374023,0.04152679443359375,0.26159119606018066,0.727893590927124,Quick Sort
0.15805840492248535,0.01847982406616211,0.027081012725830078,0.24776768684387207,0.7098772525787354,Quick Sort
0.1999831199645996,0.01992034912109375,0.04022216796875,0.2211284637451172,0.7998948097229004,Quick Sort
0.16804742813110352,0.01963949203491211,0.08673238754272461,0.3017997741699219,0.8438374996185303,Quick Sort
0.14240455627441406,0.014941215515136719,0.051964759826660156,0.2589700222015381,0.7251818180084229,Quick Sort
0.14052891731262207,0.015913724899291992,0.045537471771240234,0.2546699047088623,0.6129746437072754,Quick Sort
0.13802552223205566,0.01795029640197754,0.0473933219909668,0.24726629257202148,0.7698409557342529,Quick Sort
0.13703346252441406,0.02123093605041504,0.04484081268310547,0.2407059669494629,0.6482553482055664,Quick Sort
0.13606977462768555,0.0156402587890625,0.0414121150970459,0.2998771667480469,0.78721022605896,Quick Sort
0.14493513107299805,0.017941713333129883,0.05260586738586426,0.26291489601135254,0.6904358863830566,Quick Sort
0.14736366271972656,0.01807260513305664,0.046678781509399414,0.227616548538208,0.7925231456756592,Quick Sort
0.12754154205322266,0.017416715621948242,0.04667472839355469,0.2542378902435303,0.6002521514892578,Quick Sort
0.1446094512939453,0.012936592102050781,0.04902839660644531,0.25949835777282715,0.5552778244018555,Quick Sort
0.14832305908203125,0.019643783569335938,0.04166102409362793,0.2507801055908203,0.6436820030212402,Quick Sort
0.22767972946166992,0.021134138107299805,0.042879343032836914,0.2352457046508789,0.5720019340515137,Quick Sort
