mil,5 mil,10 mil,50 mil,100 mil,Sort
0.0339052677154541,0.7537903785705566,3.0605647563934326,137.88685274124146,461.6943745613098,Insertion Sort
0.0,0.0009975433349609375,0.0019996166229248047,0.01296377182006836,0.022487640380859375,Insertion Sort
0.0,0.0009970664978027344,0.0009913444519042969,0.011940479278564453,0.024937152862548828,Insertion Sort
0.0,0.0,0.0019948482513427734,0.011483907699584961,0.022934913635253906,Insertion Sort
0.0009970664978027344,0.001505136489868164,0.0009975433349609375,0.01495814323425293,0.024898290634155273,Insertion Sort
0.0,0.0009984970092773438,0.0019915103912353516,0.01300191879272461,0.02545166015625,Insertion Sort
0.0,0.0,0.0009996891021728516,0.012964248657226562,0.025970458984375,Insertion Sort
0.0,0.000997304916381836,0.0019598007202148438,0.010937213897705078,0.024927377700805664,Insertion Sort
0.0,0.001004934310913086,0.001031637191772461,0.011967897415161133,0.023939847946166992,Insertion Sort
0.0,0.0009899139404296875,0.002002239227294922,0.014957427978515625,0.02455615997314453,Insertion Sort
0.0,0.0,0.0009584426879882812,0.013005733489990234,0.02493429183959961,Insertion Sort
0.0,0.0009970664978027344,0.0020678043365478516,0.010562658309936523,0.022942304611206055,Insertion Sort
0.0010259151458740234,0.0010058879852294922,0.000997304916381836,0.01396036148071289,0.02393484115600586,Insertion Sort
0.0,0.0009911060333251953,0.0019931793212890625,0.012930154800415039,0.025485754013061523,Insertion Sort
0.0,0.0009961128234863281,0.0009999275207519531,0.01299905776977539,0.024929523468017578,Insertion Sort
0.0,0.0,0.000997304916381836,0.01296854019165039,0.024933338165283203,Insertion Sort
0.0,0.0009965896606445312,0.001993417739868164,0.009971380233764648,0.023939847946166992,Insertion Sort
0.0,0.0009975433349609375,0.0009932518005371094,0.01296544075012207,0.024561643600463867,Insertion Sort
0.0010008811950683594,0.0,0.0019636154174804688,0.012010335922241211,0.02390265464782715,Insertion Sort
0.0,0.000997304916381836,0.0009989738464355469,0.010567426681518555,0.026925325393676758,Insertion Sort
