mil,5 mil,10 mil,50 mil,100 mil,Sort
0.03591752052307129,0.8043019771575928,3.53249192237854,97.06457138061523,328.7199046611786,Selection Sort
0.027889013290405273,0.7423360347747803,3.5614094734191895,102.94455218315125,368.71728587150574,Selection Sort
0.028476238250732422,0.7211146354675293,3.67944598197937,98.957026720047,361.14466309547424,Selection Sort
0.027925968170166016,0.7230935096740723,3.8330438137054443,96.45639300346375,359.49526047706604,Selection Sort
0.028918981552124023,0.7213969230651855,5.04673957824707,96.64945769309998,349.0404381752014,Selection Sort
0.029894113540649414,0.7199068069458008,3.9977080821990967,96.35548448562622,417.9071571826935,Selection Sort
0.030442476272583008,0.7993204593658447,3.981890916824341,96.23416876792908,583.6486659049988,Selection Sort
0.027916669845581055,0.7418146133422852,4.535776615142822,97.03104257583618,385.28965950012207,Selection Sort
0.029920578002929688,0.729703426361084,3.764559745788574,95.63487815856934,356.74333667755127,Selection Sort
0.02750706672668457,0.7998011112213135,3.7627649307250977,83.11106753349304,357.0105218887329,Selection Sort
0.028931379318237305,0.8721189498901367,3.8389837741851807,86.82996821403503,355.8747646808624,Selection Sort
0.027922391891479492,1.1259794235229492,3.798976421356201,83.33504867553711,361.708377122879,Selection Sort
0.028960227966308594,0.924360990524292,3.7628462314605713,83.91000413894653,359.1675205230713,Selection Sort
0.029482126235961914,0.9234983921051025,3.7900662422180176,83.30286002159119,354.9998142719269,Selection Sort
0.02790546417236328,0.9025936126708984,3.7664527893066406,82.8314790725708,355.16321063041687,Selection Sort
0.028931379318237305,0.9014179706573486,3.7683825492858887,82.91811656951904,354.38247060775757,Selection Sort
0.028504371643066406,0.8856875896453857,3.7943263053894043,82.96156716346741,356.9343822002411,Selection Sort
0.028888225555419922,0.8821277618408203,3.7590315341949463,83.00672054290771,362.4059088230133,Selection Sort
0.0329132080078125,0.8935191631317139,3.8070435523986816,83.33000993728638,356.553998708725,Selection Sort
0.03746390342712402,0.8866832256317139,3.785740613937378,84.43409371376038,358.25794434547424,Selection Sort
